id,sample,label
1322,czy i w jaki sposób rodzice chorej na nerwicępsychozę pełnoletniej córki mają możliwość zgłoszenia jej zaginięcia ze wskazaniem że zagraża życiu swojemu i innych osób,prawo karne

1323,co w zaistniałej sytuacji może zrobić klient dlaczego zmianę decyzji dostarczono w pierwszej kolejności zakładowi pracy a nie klientowi,prawo pracy

1324,czy trzyletni staż pracy potrzebny aby zostać kierownikiem apteki ogólnodostępnej dotyczy wyłącznie pracy w aptece ogólnodostępnej,prawo farmaceutyczne

1325,czego można spodziewać się na tym posiedzeniu co należy przygotować czy należy wynająć prawnika i stawić się tam z nim czy jest to zbyteczne jeżeli sąd umorzy sprawę to czy ewentualne koszty prawnika pokryje oskarżający czy stawiennictwo jest konieczne,prawo karne

1326,w jaki sposób klient może odwołać się od postanowienia sądu,prawo karne

1327,co w przedmiotowej sprawie powinien zrobić brat klientki aby nie spłacać zaciągniętych kredytów,prawo karne

1328,w jaki sposób wspólnota mieszkaniowa może zakazać parkowania na terenie wewnętrznym wspólnoty samochodów ciężarowych,prawo administracyjne

1329,czy pacjentka może zwolnić klientkę z tajemnicy lekarskiej jak będzie liczony termin udzielenia odpowiedzi czy mogą być jakieś konsekwencje faktu że klientka nie odpowiedziała na pismo w terminie,prawo medyczne

1330,co dalej w sytuacji gdy naczelnik urzędu skarbowego odmówi uwzględnienia wniosku o przejście na kartę podatkową ile czasu ma naczelnik urzędu skarbowego na podjęcie decyzji w przedmiocie karty podatkowej a ile klient na ustosunkowanie się do tej decyzji,prawo podatkowe

1331,czy klientka ma obowiązek posiadania kasy fiskalnej,prawo podatkowe

1332,czy w czasie korzystania z urlopu wypoczynkowego klientce będzie przysługiwało wynagrodzenie kierownika apteki czy klientka będzie mogła skorzystać z urlopu wypoczynkowego po urlopie rodzicielskim w jaki sposób klientka może wypowiedzieć umowę i kiedy umowa ulegnie rozwiązaniu,prawo pracy

1333,w jaki sposób wspólnota może domagać się zwrotu zaliczki,prawo cywilne

1334,czy klientka po śmierci swojego brata będzie zobowiązana do zapłaty zachowku na rzecz żyjącej córki brata czy na skutek darowania udziału w prawie własności nieruchomości synowi klientka będzie miała jakieś obowiązki względem swojej córki,prawo cywilne

1335,w jakim czasie pracownik powinien zostać poinformowany o tym że pracodawca będzie żądał od niego zwrotu kosztów związanych z naruszeniem obowiązków pracowniczych czy pracownik jest zobowiązany do podpisania proponowanej przez pracodawcę ugody,prawo pracy

1336,czy fragment oświadczenia jest zgodny z prawem w którym wyraża zgodę na pracę powyżej  godzin dziennie jest zgodny z prawem,prawo pracy

1337,co będzie mógł zrobić klient gdyby spotkało go nierówne traktowanie ze strony pracodawcy,prawo medyczne

1338,jakie kroki może podjąć klientka w związku z przedstawionym stanem faktycznym,prawo karne

1339,czy nowy zarząd spółki z oo może podpisać umowę z nfz przed dokonaniem wpisu do krsu,prawo cywilne

1340,czy zachowanie szpitala jest zgodne z prawem,prawo medyczne

1341,czy zachowanie szpitala jest zgodne z prawem,prawo medyczne

1342,czy klient może wymienić zamki w drzwiach,prawo cywilne

1343,jakie są kryteria otwarcia nowejapteki na terenach wiejskich czy do ilości aptek na danym terenie w kryterium demograficznym są wliczane punkty apteczne czy tylko apteki,prawo farmaceutyczne

1344,czy klientka może dokonywać biopsji bez radiologa i bez szkolenia,prawo medyczne

1345,jakie prawa i obowiązki ma osoba wezwana na przesłuchanie w charakterze świadka wpostępowaniu cywilnym,prawo medyczne

1346,czy w trakcie panującej epidemii koronawirusa możliwe jest zwołanie zebrania wspólnoty mieszkaniowej w jakiej formie można przeprowadzić takie zebranie,prawo cywilne

1347,czy lekarz dentysta może przepisać lek amantix zawierający siarczan amantadyny,prawo farmaceutyczne

1348,czy zachowanie dyrektora jest zgodne z prawem czy klient może podpisać umowę o pracę jako rezydent z innym podmiotem,prawo medyczne

1349,czy klientka będzie zwolniona z tajemnicy lekarskiej w jakiej formie klientka powinna wystosować wyjaśnienia,prawo medyczne

1350,w jakim udziale klientka oraz dzieci zmarłego męża klientki będą dziedziczyć spadek,prawo cywilne

1351,czy fakt że pożyczkobiorca klienta  spółka jawna  została wykreślona z krajowego rejestru sądowego wpływa negatywnie na możliwość egzekwowania długu przez klienta,prawo cywilne

1352,w jakim terminie klient powinien złożyć wypowiedzenie umowy o pracę aby okres wypowiedzenia wynosił miesiąc,prawo pracy

1353,czy klientka ma obowiązek podpisać regulamin miejsca pracy czy klientka będzie zobowiązana do przestrzegania regulaminu miejsca pracy nawet jeżeli go nie podpisze,prawo pracy

1354,czy gdyby klient musiał zmienić stanowisko pracy u obecnego pracodawcy z powodu niezdolności do pracy na obecnym stanowisku  to pracodawca może zmienić jego obecne warunki płacy,prawo pracy

1355,czy klientka ma obowiązek wykonywać wskazane szczepienia,prawo pracy

1356,czy klientka która robi specjalizację z pediatrii może zostać zmuszona do samodzielnych dyżurów na oddziale internistycznym,prawo medyczne

1357,czy wnioski z opinii o sygn  są aktualne w świetle przepisów rozporządzenia ministra zdrowia w sprawie chorób zakaźnych powodujących powstanie obowiązku hospitalizacji izolacji lub izolacji w warunkach domowych oraz obowiązku kwarantanny lub nadzoru epidemiologicznego,prawo medyczne

1358,czy żona klienta ma obowiązek udostępnienia dokumentacji medycznej w przypadku gdy ma wątpliwości co do tego czy ojciec dziecka posiada władzę rodzicielską czy oboje rodzice mają niezależnie od siebie i równocześnie prawo dostępu do dokumentacji medycznej dziecka,prawo medyczne

1359,czy klientka lekarz rezydent może w trakcie urlopu wychowawczego zatrudnić sięw gabinecie swojego małżonka prowadzącego indywidualną praktykę lekarską na innej podstawie aniżeli umowa o pracę,prawo medyczne

1360,w jaki sposób lekarze mogą się bronić czy lekarz rezydent może pracować na oddziale intensywnej terapii,prawo medyczne

1361,co może zrobić klient w przedmiotowej sprawie,prawo administracyjne

1362,czy klientowi należy się dodatek covidowy,prawo medyczne

1363,czy spółka a mogłaby nabyć udziały w spółce b,prawo cywilne

1364,czy lekarz stażysta może bez nadzoru kwalifikować pacjentów do szczepień przeciwko covid jak kształtuje się kwestia wynagrodzenia lekarza stażysty za przeprowadzanie kwalifikacji do szczepień przeciwko covid czy polecenie pracodawcy dotyczące ww czynności powinno być wydane na piśmie,prawo medyczne

1365,czy pracodawca może zaproponować klientce tylko umowę na czas nieokreślony czy możliwa jest również umowa na czas określony,prawo pracy

1366,czy klientka może zrzec się dodatku covidowego czy szpital może uzależniać skierowanie klientki na staż zewnętrzny od tego czy zrzeknie się ona dodatku covidowego,prawo medyczne

1367,czy klientka może zrzec się dodatku covidowego czy szpital może uzależniać skierowanie klientki na staż zewnętrzny od tego czy zrzeknie się ona dodatku covidowego,prawo medyczne

1368,w których aktach prawnych znajdują się wytyczne jakie informacje podmiot medyczny musi upubliczniać dla świadczeniobiorców zarówno dla podmiotu świadczącego usługi finansowane przez nfz jak i prywatnego który nie ma żadnych kontraktów z nfz,prawo medyczne

1369,czy propozycja wynagrodzenia jest zgodna z prawem,prawo medyczne

1370,czy klientowi przysługuje dodatek covidowy za wykonywaną wcześniej pracę,prawo medyczne

1371,jaki jest tryb i sposób stosowania kar porządkowych ze szczególnym uwzględnieniem okoliczności do kiedy pracodawca może wymierzyć pracownikowi karę porządkową,prawo pracy

1372,czy klientka powinna odebrać paczkę czy klientka może odzyskać pieniądze,prawo administracyjne

1373,jaki jest termin na wniesienie kasacji nadzwyczajnej w sprawie klienta jaki organ jest uprawniony do weryfikowania błędów merytorycznych sądu w danej sprawie,prawo karne

1374,czy w ramach zapotrzebowania dla podmiotu wykonującego działalność leczniczą apteka może zrealizować transakcję której przedmiotem będzie surowiec farmaceutyczny,prawo farmaceutyczne

1375,czy od  lipca  r wszyscy lekarze którzy nie podpisali umowy z nfz nie zgadzając się na wymagane w umowie kontrolowanie przez urzędników nfz dokumentacji medycznej będą pozbawieni możliwości wypisywania recept na leki psychotropowe z tzw grupy iv,prawo medyczne

1376,czy zdaniem zespołu prawników z lex secure istnieją wątpliwości dotyczące zgodności ustawy o systemie informacji w ochronie zdrowiaz innymi aktami prawnymi np z konstytucją w zakresie praw obywateli do prywatności i ochrony ich dóbr osobistych,prawo medyczne

1377,czy z tytułu pobytu w szpitalu ubezpieczyciel zasadnie prosi o przedstawienie dokumentów przez klientkę czy klientce przysługuje wypłata świadczenia z tytułu pobytu jej męża w szpitalu,prawo cywilne

1378,czy klient jest obowiązany do zapłaty podatku vat,prawo administracyjne

1379,w jaki sposób klient może zadziałać w kwestii niegospodarności zarządu wspólnoty,prawo cywilne

1380,jakie działania może podjąć klientka w sytuacji gdy nie zgadza się z wysokością odszkodowania za holowanie pojazdu,prawo cywilne

1381,czy lekarz dentysta nieposiadający specjalizacji który uczestniczył w licznych kursachi posiada wieloletnie doświadczenie kliniczne może zostać uznany za specjalistę ortodoncji,prawo medyczne

1382,czy klientka będąc właścicielem przychodni może być jednocześnie kierownikiem punktu aptecznego posiadając wykształcenie technika farmaceutycznego,prawo farmaceutyczne

1383,czy prawo pozwala na to aby ratownik medyczny mógł wykonywać badania na zlecenie podmiotu leczniczego,prawo medyczne

1384,w jaki sposób dyrektor szpitala ma wystąpić do nfz w celu uzyskania dodatków covidowych dla pracowników wykonujących pracę w izbie przyjęć,prawo medyczne

1385,czy klientka może udostępnić ubezpieczycielowi posiadaną dokumentację medyczną zmarłego pacjenta,prawo medyczne

1386,czy klient będzie mógł wybudować na działce następny budynek bez pozwolenia na budowę,prawo administracyjne

1387,czy klientka może przestać dyżurować w związku z treścią art i ust d ustawy o zawodach lekarza i lekarza dentysty czy oświadczenie o wychowywaniu dziecka do lat  ma skutek natychmiastowy dla pracodawcy,prawo medyczne

1388,w jaki sposób przebiega odczytanie testamentu czym skutkuje wydziedziczenie testamentowe,prawo cywilne

1389,czy można zakrywać twarz przyłbicą i szalikiem i jakie są ewentualne sankcje za brak noszenia maseczki,prawo karne

1390,czy na klienta słusznie został nałożony mandat,prawo administracyjne

1391,w jaki sposób klient może uchronić się przed pretensjami pacjentów którzy wskazują że odmawia udzielenia pomocy medycznej,prawo medyczne

1392,kto może zostać kierownikiem apteki szpitalnej po dniu  kwietnia  r czy trzeba mieć ukończoną specjalizację dotyczącą apteki szpitalnej aby zostać kierownikiem apteki szpitalnej po dniu  kwietnia  r,prawo farmaceutyczne

1393,co może zrobić klient w przedmiotowej sprawie,prawo cywilne

1394,czy na każdej fakturze trzeba umieszczać kod gtu  czy w przypadku wystawienia dwóch recept dwóm różnym osobom klientka może wystawić fakturę obejmującą płatność za obie recepty na jedną z tych osób,prawo podatkowe

1395,czy dyrektor szpitala miał prawo oddelegować klientkę do pracy w innej komórce szpitala czy klientce przysługuje zwrot kosztów związanych z dojazdem do nowego miejsca pracy czy klientkę obowiązuje ubezpieczenie wynikające z umowy o pracę jak postąpić w przypadku braku przeszkolenia klientki do pracy w nowym miejscu,prawo medyczne

1396,w jaki sposób należy uzyskać zgodę na zabieg bądź szczepienie w przypadku pacjentów starszych niezdolnych do świadomego wyrażenia woli,prawo medyczne

1397,kto ponosi koszty związane z zawezwaniem do próby ugodowej,prawo cywilne

1398,czy klient ma możliwość podjęcia zatrudnienia w innym przedsiębiorstwie przed upływem okresu wypowiedzenia jeżeli odpowiedź na pytanie pierwsze jest przecząca czy klient może żądać od obecnego pracodawcy odszkodowania,prawo pracy

1399,czy klientka będzie mogła być zwolniona z vat,prawo podatkowe

1400,jak w najszybszy sposób klientka może rozwiązać umowę o pracę zawartą na czas określony jaki okres wypowiedzenia obowiązuje klientkę,prawo pracy

1401,w jakich sytuacjach psycholog który w trakcie terapii poweźmie informację o popełnieniu przestępstwa ma obowiązek zgłosić ten fakt organom ścigania czy psycholog zobowiązany jest poinformować pacjenta że dokona odpowiedniego zgłoszenia do organów ścigania,prawo karne

1402,jakie prawa i obowiązki ma osoba wezwana na przesłuchanie w charakterze świadka wpostępowaniu cywilnym jak kształtuje się odpowiedzialność klienta w przedmiotowej sprawie,prawo medyczne

1403,czy klientce dodatek się należy,prawo medyczne

1404,czy klientka może ubiegać się zapłaty dodatku bezpośrednio od nfz,prawo medyczne

1405,jak wyglądają podstawy odpowiedzialności lekarza prowadzącego leczenie w ramach indywidualnej praktyki lekarskiej,prawo medyczne

1406,który podmiot leczniczy powinien wypłacać dodatek covidowy lekarzowi rezydentowi który odbywa staż zewnętrzny przewidziany w programie specjalizacji i w ramach stażu udziela świadczeń medycznych w szpitalnym oddziale ratunkowym oraz izbie przyjęć,prawo medyczne
